,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
533,3,0,1,1,1,2,1,0,1,2,3,1
534,3,1,1,3,3,1,1,3,1,1,1,1
535,2,0,1,1,1,0,1,3,3,3,2,1
536,3,2,1,2,1,0,1,2,0,1,0,1
537,2,3,1,1,2,0,0,2,2,3,2,1
538,3,0,3,3,0,0,1,3,0,2,3,2
539,3,1,3,3,3,0,0,3,1,1,3,1
540,2,2,1,3,3,2,2,3,1,2,1,1
541,3,1,3,3,0,0,0,3,0,2,2,1
542,3,3,1,1,0,0,0,1,0,1,1,1
543,3,3,1,2,2,2,2,3,0,2,2,1
544,3,0,3,0,1,0,0,3,0,3,0,1
545,2,1,3,2,3,3,3,3,0,1,0,1
546,1,2,1,1,1,1,1,3,3,3,0,1
547,3,0,3,2,0,0,0,3,1,3,2,1
548,3,0,3,2,1,3,3,3,0,3,2,1
549,2,2,3,0,3,0,1,2,1,1,0,1
550,0,1,0,1,1,1,1,1,2,1,0,1
551,3,1,1,3,3,1,2,3,0,2,1,1
552,3,1,1,3,3,1,2,3,0,3,1,1
553,0,3,1,0,0,3,3,0,3,1,3,1
554,3,3,3,3,3,1,1,3,0,3,2,1
555,3,3,3,3,3,1,1,3,0,3,2,1
556,3,2,3,3,3,1,0,3,0,1,3,1
557,3,3,3,3,3,1,1,3,0,3,2,1
558,3,2,3,3,3,1,0,3,0,1,3,1
559,3,1,3,3,2,0,2,3,1,2,3,1
560,3,2,3,3,1,0,0,3,0,1,3,1
561,2,1,3,2,1,3,3,2,1,1,0,1
562,2,2,3,3,3,3,3,3,0,1,0,1
563,1,0,3,3,3,3,2,2,1,1,1,1
564,3,1,3,3,2,0,2,3,1,2,3,1
565,3,2,3,3,1,0,0,3,0,1,3,1
566,2,3,1,2,3,0,0,3,2,1,0,1
567,2,3,1,2,3,0,0,3,2,1,0,1
568,3,1,3,2,3,0,0,3,1,3,2,1
569,0,0,1,1,3,2,2,0,3,1,3,1
570,3,0,3,3,0,1,1,3,2,3,2,1
571,0,0,1,1,3,2,2,0,3,1,3,1
572,3,0,3,2,1,1,1,2,0,1,2,1
573,3,2,3,1,0,1,2,3,1,1,1,0
574,3,0,3,3,1,2,3,3,0,2,1,1
575,3,0,3,3,1,3,2,3,0,3,1,1
576,3,1,1,2,3,0,0,2,2,0,1,0
577,2,1,3,3,2,2,3,3,1,1,0,1
578,2,1,3,3,2,2,3,3,1,1,1,1
579,3,0,3,1,0,2,2,2,0,0,1,1
580,3,1,3,1,2,0,0,3,0,0,1,1
581,3,1,3,1,2,0,0,3,0,0,1,1
582,3,1,3,1,2,0,0,3,0,0,0,1
583,3,0,3,0,1,1,0,2,0,2,1,2
584,3,0,3,3,3,3,3,3,1,3,2,2
585,1,1,1,2,3,1,1,3,3,2,1,1
586,3,0,3,3,3,2,2,3,0,3,2,2
587,1,3,1,0,3,2,3,1,1,1,0,1
588,0,1,1,1,0,2,2,0,3,3,3,2
589,3,0,3,2,0,0,0,2,0,3,2,2
590,2,1,3,2,2,2,3,3,2,1,1,1
591,0,0,3,0,0,3,3,0,0,0,3,1
592,2,1,3,2,2,2,3,3,2,1,1,1
593,3,1,3,3,3,1,2,3,1,1,0,1
594,1,3,1,2,3,2,1,2,2,0,0,1
595,2,2,2,3,2,3,3,3,1,1,0,1
596,3,1,3,1,0,0,1,3,0,1,0,1
597,3,2,3,0,1,0,0,3,0,2,1,1
598,2,2,1,1,1,0,1,1,0,0,1,1
599,3,2,3,2,2,1,0,3,0,2,0,1
600,2,3,2,1,2,0,1,1,1,0,1,0
601,3,1,3,1,1,1,1,3,0,1,0,1
602,1,3,0,2,2,0,0,2,1,0,0,1
603,3,1,3,1,1,1,1,3,0,1,0,1
604,2,2,1,3,3,1,3,3,0,1,0,1
605,2,2,1,2,2,0,1,3,1,1,0,1
606,3,1,3,3,1,1,0,2,2,3,3,2
607,2,1,2,3,3,3,2,3,1,0,2,1
608,3,3,2,3,3,1,3,3,2,2,2,1
609,0,0,1,3,1,2,2,0,3,0,3,1
610,2,0,3,2,2,3,2,3,2,0,0,1
611,3,0,3,3,2,0,0,3,0,0,0,1
612,1,2,0,2,1,2,1,1,2,1,1,1
613,2,0,2,0,0,1,1,1,1,3,1,1
614,2,3,1,1,3,1,3,2,0,3,1,1
615,3,2,3,2,1,3,3,3,3,1,1,1
616,3,2,3,2,1,3,3,3,3,1,1,1
617,3,0,3,1,1,1,1,3,0,3,1,1
618,3,1,3,3,3,0,0,3,0,2,1,1
619,3,0,2,2,2,0,0,3,0,3,0,1
620,2,2,1,3,1,2,3,2,1,1,0,1
621,2,2,1,3,1,1,3,2,1,1,0,1
622,3,2,1,0,2,1,1,2,0,0,0,1
623,1,1,1,3,1,2,2,2,3,3,3,1
624,0,3,0,3,3,2,2,3,3,2,1,1
625,0,3,0,3,3,2,2,3,3,2,1,1
626,2,2,2,1,3,0,0,3,2,0,0,1
627,2,2,2,1,3,0,0,3,2,0,0,1
628,2,2,1,2,3,0,1,2,1,1,0,1
629,1,3,1,2,3,2,3,1,0,1,0,1
630,2,2,1,2,3,0,1,2,1,1,0,1
631,3,0,3,3,3,0,0,3,1,2,0,1
632,1,1,1,3,2,2,2,1,2,1,2,1
633,3,3,1,3,3,1,3,3,3,2,3,0
634,1,0,1,0,1,3,3,1,1,1,0,1
635,2,3,0,0,0,3,1,0,1,0,1,1
636,3,3,2,2,2,3,3,3,1,0,0,1
637,3,3,2,2,2,3,3,2,1,0,0,1
638,1,3,1,1,3,0,1,1,2,2,1,2
639,2,0,2,0,0,3,2,2,0,3,2,1
640,3,2,3,2,1,2,2,3,2,1,0,1
641,3,2,3,2,1,2,3,3,3,2,0,1
642,3,2,3,2,1,2,2,3,2,1,0,1
643,3,2,3,2,1,2,3,3,3,2,0,1
644,3,2,3,2,1,2,2,3,2,1,0,1
645,1,2,1,3,3,0,0,3,2,2,1,2
646,1,3,0,3,3,0,0,2,2,2,1,1
647,2,3,0,1,0,0,0,1,2,1,2,0
648,2,1,2,3,0,1,1,1,2,2,3,2
649,0,1,2,3,0,3,3,0,0,1,3,1
650,3,1,2,1,3,1,1,3,0,0,1,1
651,3,3,1,2,3,3,3,3,3,2,3,1
652,3,0,3,3,3,3,3,2,0,3,3,1
653,3,0,3,3,1,1,1,2,0,0,3,1
654,2,1,3,2,1,0,1,3,0,0,0,1
655,3,2,1,3,2,2,2,3,0,1,0,1
656,3,1,2,1,3,1,1,3,0,0,1,1
657,3,1,3,0,1,3,2,3,0,2,2,2
658,1,1,0,0,1,0,0,2,2,3,1,1
659,0,3,0,3,3,0,0,2,3,1,2,0
660,1,1,0,0,1,0,0,2,2,3,1,1
661,1,1,2,0,2,2,2,2,1,2,0,1
662,1,2,0,0,1,1,1,2,2,2,1,1
663,3,0,3,0,0,0,0,2,0,3,1,1
664,3,1,3,1,3,2,2,3,0,2,1,1
665,3,2,1,1,2,3,2,3,0,1,1,1
666,2,1,2,0,3,0,0,3,0,1,0,1
667,3,0,3,1,2,0,0,3,0,2,0,1
668,3,3,3,2,0,2,1,1,0,1,2,1
669,3,0,3,1,2,0,0,3,0,2,0,1
670,0,1,1,2,2,3,2,1,1,1,1,1
671,2,3,1,0,1,0,0,2,0,0,0,1
672,3,3,2,1,1,3,3,3,0,0,0,1
673,2,3,1,0,1,0,0,2,0,0,0,1
674,3,1,2,1,2,0,0,3,0,2,0,1
675,3,1,2,1,0,1,1,3,1,2,1,1
676,3,1,2,1,2,0,0,3,0,2,0,1
677,2,3,1,2,2,1,1,3,2,0,1,1
678,2,3,1,2,2,3,3,3,3,0,1,1
679,3,0,3,3,0,2,2,2,0,0,1,1
680,3,1,3,0,0,2,2,3,0,0,0,1
681,2,1,1,1,3,2,1,1,0,0,1,1
682,2,1,2,2,1,3,2,3,2,0,1,1
683,2,3,1,2,0,0,0,2,2,1,3,1
684,3,3,2,2,1,3,3,3,1,0,0,1
685,2,3,1,2,0,0,0,2,2,1,3,1
686,0,3,1,0,0,1,2,2,3,1,0,1
687,2,2,1,3,3,1,1,3,1,1,1,1
688,1,3,0,0,0,0,0,1,2,0,0,1
689,2,0,3,0,3,0,0,2,1,3,0,1
690,1,3,0,3,3,0,0,1,3,0,2,0
691,2,3,1,2,2,1,3,3,3,0,1,1
692,2,1,3,1,3,2,2,3,0,3,0,1
693,2,1,2,3,2,2,3,3,2,1,0,1
694,2,1,2,3,2,3,3,3,1,1,0,1
695,0,1,0,0,0,2,2,0,3,1,3,1
696,0,3,0,1,0,1,1,2,3,2,0,1
697,0,3,0,1,0,1,1,2,3,2,0,1
698,3,2,2,3,2,2,3,3,1,0,1,1
699,3,0,3,1,1,0,0,3,0,1,2,1
700,3,3,3,3,1,3,3,3,0,1,1,1
701,0,3,0,1,0,1,1,2,3,2,0,1
702,0,2,0,1,0,1,1,2,3,2,0,1
703,1,0,3,2,1,3,3,2,2,2,1,0
704,2,3,0,0,1,0,0,3,1,0,1,0
705,2,3,1,3,1,1,2,3,2,0,1,1
706,0,3,0,1,3,1,0,0,2,0,1,1
707,1,1,1,3,1,2,1,1,2,0,2,1
708,1,2,1,2,0,1,1,1,2,1,3,1
709,3,0,3,0,0,1,1,3,1,2,1,1
710,3,3,3,3,2,2,3,3,0,1,1,1
711,2,2,2,3,3,2,3,3,2,1,0,1
712,2,3,0,3,2,1,1,3,2,0,0,1
713,2,1,2,2,1,1,2,2,2,0,0,1
714,3,3,2,2,1,2,3,3,1,0,1,1
715,1,1,1,3,0,1,1,1,1,0,0,1
716,2,1,2,2,1,1,2,2,2,0,0,1
717,1,1,1,2,1,1,2,2,0,1,1,1
718,2,2,0,1,2,1,0,2,1,0,1,1
719,0,3,0,3,2,2,2,2,3,0,0,1
720,2,2,0,1,2,1,0,2,1,0,1,1
721,2,1,1,3,3,3,3,3,0,0,0,1
722,1,1,0,3,2,2,2,2,0,1,1,1
723,0,0,2,1,0,3,3,1,0,3,0,1
724,1,3,1,3,2,0,0,1,3,1,3,0
725,2,3,1,3,1,0,0,2,1,0,2,1
726,2,3,0,3,2,2,2,3,3,2,2,1
727,0,2,0,0,0,0,0,2,3,2,0,1
728,0,2,0,0,0,0,0,2,3,2,0,1
729,0,3,0,3,1,3,2,0,3,0,3,1
730,3,2,3,2,3,1,1,3,0,2,1,1
731,2,3,1,3,2,0,0,3,3,0,3,1
732,1,3,0,1,3,1,0,1,2,0,1,1
733,0,1,2,3,2,2,3,3,3,1,0,1
734,1,2,1,1,1,1,2,3,3,1,0,1
735,1,3,1,1,3,1,0,1,1,0,0,1
736,1,3,1,1,3,1,0,1,1,0,0,1
737,2,2,0,2,3,2,2,3,3,2,0,1
738,2,1,1,3,3,3,3,3,0,1,0,1
739,2,3,0,2,2,2,1,3,2,1,0,1
740,2,3,2,3,1,1,0,1,3,2,3,1
741,2,2,1,2,1,3,3,3,0,1,0,1
742,0,2,0,0,0,1,0,2,3,2,0,1
743,3,1,3,3,3,3,3,3,0,0,1,1
744,3,0,3,3,3,2,3,3,0,0,0,1
745,1,1,1,1,0,1,1,2,3,2,0,1
746,2,0,2,2,2,1,2,2,1,0,0,1
747,2,0,2,2,2,2,3,2,1,0,0,1
748,1,1,1,1,1,1,1,2,3,2,1,1
749,1,1,1,1,0,1,1,2,3,2,0,1
750,2,3,1,3,2,2,2,3,1,0,0,1
751,2,3,1,3,2,2,2,3,1,0,0,1
752,1,2,1,2,3,3,3,3,2,1,0,1
753,2,3,1,3,2,2,2,3,1,0,0,1
754,1,1,3,0,3,1,1,1,0,3,0,1
755,1,3,0,0,0,3,2,0,3,0,2,1
756,0,3,0,1,0,2,1,0,3,0,3,1
757,2,3,0,1,2,1,1,1,1,0,1,1
758,2,3,0,1,2,1,1,1,1,0,1,1
759,2,1,1,2,3,3,3,3,0,0,0,1
760,2,2,1,3,1,1,3,2,1,1,1,1
761,3,3,1,1,3,0,1,2,1,0,1,1
762,2,3,0,0,0,1,0,2,1,0,1,1
763,3,3,1,1,3,0,1,2,1,0,1,1
764,2,3,1,3,3,1,2,3,1,0,0,1
765,2,3,1,3,3,1,2,3,1,0,0,1
766,2,2,1,3,2,1,3,2,0,0,0,1
767,1,2,2,3,3,1,3,3,3,1,0,1
768,0,2,0,2,2,3,3,2,3,0,1,1
769,1,3,0,0,1,0,1,1,2,0,1,1
770,0,2,0,2,2,3,3,2,3,0,1,1
771,3,3,1,2,2,3,3,2,1,0,0,1
772,3,2,2,2,2,3,3,2,1,0,0,1
773,1,1,2,0,3,0,2,2,1,3,0,1
774,1,1,2,0,3,0,2,2,1,3,0,1
775,1,3,0,3,3,0,0,1,3,0,1,1
776,0,3,1,2,3,0,2,1,2,1,2,1
777,0,2,1,2,3,0,0,1,2,1,2,1
778,2,1,2,3,1,0,1,3,2,1,2,1
779,0,1,0,2,1,2,3,2,3,1,1,1
780,0,2,0,1,3,1,2,2,1,1,0,1
781,0,1,1,2,3,1,1,2,3,2,1,1
782,2,3,0,2,2,3,3,3,2,0,1,1
783,0,1,1,2,3,1,1,2,3,2,1,1
784,0,2,0,2,1,2,3,2,3,1,1,1
785,3,0,2,2,2,1,2,3,0,0,0,1
786,3,0,2,2,2,1,2,3,0,0,0,1
787,3,2,1,1,1,2,2,3,0,1,1,1
788,3,2,1,1,1,2,2,3,0,1,1,1
789,2,2,1,3,3,2,3,3,0,0,0,1
790,1,0,3,2,2,2,3,2,2,2,1,1
791,2,2,1,3,2,3,3,3,1,0,1,1
792,0,2,0,2,2,2,3,2,3,1,1,1
793,1,2,0,2,0,0,0,1,2,1,2,1
794,3,0,3,2,0,0,1,0,0,0,3,1
795,3,3,2,2,3,0,2,3,0,3,1,1
796,2,1,2,2,3,3,3,2,0,3,1,1
797,3,0,3,0,0,2,2,0,1,3,2,2
798,3,1,2,3,2,0,0,3,1,0,2,1
799,3,1,2,3,2,0,0,3,1,0,2,1
800,1,2,0,3,2,3,3,1,1,0,0,1
801,2,2,0,3,0,1,0,2,1,0,1,1
802,0,2,0,0,0,1,3,0,3,3,3,2
803,1,2,0,2,3,1,2,2,1,2,1,1
804,2,1,1,3,2,0,0,2,1,1,1,1
805,2,0,2,2,0,0,0,0,2,2,3,2
806,2,0,2,1,0,0,0,0,1,2,3,2
807,2,0,2,2,0,0,0,0,2,2,3,2
808,1,2,1,0,3,0,0,2,1,3,0,1
809,1,1,2,3,0,0,0,2,1,0,2,1
810,1,1,1,2,0,0,0,1,1,0,2,1
811,3,1,3,3,1,0,1,3,0,2,2,1
812,3,1,2,2,3,2,1,3,1,2,2,1
813,0,0,1,1,3,0,0,0,3,1,3,0
814,3,1,3,3,3,2,2,3,0,3,3,1
815,3,1,2,2,3,2,1,3,1,2,2,1
816,3,1,1,3,2,1,1,3,1,1,2,1
817,3,0,2,0,2,2,1,0,1,2,3,1
818,0,3,0,2,1,2,2,1,1,0,0,1
819,2,3,1,3,3,1,2,3,1,0,1,1
820,0,3,0,0,3,1,0,1,2,1,1,1
821,0,1,0,1,0,2,2,0,3,3,3,2
822,0,2,1,1,1,2,1,2,3,2,1,1
823,0,2,1,1,1,2,1,2,3,2,1,1
824,0,1,2,3,0,0,0,2,1,0,2,1
825,0,1,1,3,1,2,1,1,2,0,2,1
826,1,0,2,2,0,0,0,0,2,2,2,2
827,0,1,1,3,1,2,1,1,2,0,2,1
828,1,2,0,2,0,3,2,0,3,3,3,2
829,0,2,0,1,1,2,1,0,3,3,2,1
830,1,3,0,2,0,0,0,1,2,0,2,0
831,0,2,0,1,1,2,1,0,3,3,2,1
832,3,1,2,0,3,3,2,3,2,3,1,0
833,3,1,3,0,3,3,2,3,2,3,1,0
834,2,3,1,0,2,2,1,2,2,0,0,1
835,1,3,1,0,0,3,2,1,2,0,0,1
836,0,0,2,2,0,3,3,0,1,0,3,2
837,0,0,2,2,0,3,3,0,1,0,3,2
838,3,0,2,0,1,1,1,1,1,3,3,2
839,0,1,0,1,3,1,1,1,3,0,1,1
840,3,1,3,3,2,1,1,2,1,3,3,2
841,0,3,0,3,3,2,1,1,3,2,2,1
842,3,1,3,2,3,3,3,2,1,2,2,1
843,0,3,2,1,2,1,3,1,1,1,0,1
844,3,0,3,0,0,3,2,1,0,3,2,1
845,0,2,1,0,2,1,1,2,3,2,1,1
846,0,2,1,0,2,1,1,2,3,2,1,1
847,1,3,1,0,1,1,2,2,3,2,1,1
848,0,2,1,0,2,1,1,2,3,2,1,1
849,0,2,1,0,2,1,1,2,3,2,1,1
850,3,1,3,0,2,1,0,2,1,0,0,1
851,3,1,3,0,2,1,0,2,1,0,0,1
852,2,1,2,2,2,3,3,3,1,3,1,1
853,3,0,2,0,2,3,2,1,3,2,2,1
854,3,0,2,0,2,3,2,1,3,2,2,1
855,1,3,0,2,1,1,0,0,3,2,3,2
856,3,0,2,0,2,3,2,1,3,2,2,1
857,2,0,2,2,1,2,2,1,2,3,3,2
858,3,0,3,0,0,2,1,2,0,2,2,2
859,0,2,1,0,1,2,1,0,2,3,3,1
860,1,2,0,3,1,2,3,2,3,0,0,1
861,0,3,3,1,0,2,3,0,3,1,3,1
862,1,1,2,3,0,0,1,1,1,0,2,1
863,1,2,0,2,1,2,3,2,3,0,1,1
864,1,2,0,3,1,2,3,2,3,0,0,1
865,1,2,0,2,1,2,3,2,3,0,1,1
866,0,1,1,2,1,1,1,0,3,3,3,1
867,0,1,1,1,1,1,0,0,2,3,3,1
868,0,2,1,0,1,2,1,0,2,3,3,1
869,1,2,0,1,2,3,2,1,3,2,2,1
870,1,3,0,1,0,3,2,0,3,1,3,1
871,0,2,0,0,2,3,2,0,3,1,2,1
872,1,0,1,1,0,3,2,1,3,0,1,0
873,2,0,2,0,0,0,0,0,1,1,2,2
874,3,0,3,1,3,0,0,1,0,2,3,2
875,2,0,2,3,3,0,0,1,1,3,3,2
876,0,1,0,1,0,0,0,0,2,1,2,0
877,1,3,0,1,0,3,2,0,3,1,3,1
878,2,2,1,3,3,3,3,3,1,0,1,1
879,1,2,0,2,1,2,3,2,3,0,0,1
880,2,2,1,0,1,1,0,1,0,0,1,1
881,1,3,0,1,0,3,1,0,3,2,3,1
882,2,0,2,3,3,1,1,0,1,3,3,1
883,1,2,0,2,1,2,3,2,3,0,0,1
884,2,2,1,3,3,3,3,3,1,0,1,1
885,2,3,1,2,2,1,1,3,2,2,2,1
886,2,3,1,2,2,1,1,3,2,2,2,1
887,3,1,2,2,0,3,2,1,0,3,3,2
888,0,2,0,2,1,3,3,0,3,1,3,1
889,3,3,2,3,3,3,3,3,1,2,0,1
890,1,0,1,1,1,3,2,1,3,1,1,1
891,1,3,0,2,1,2,3,2,3,1,1,1
892,3,1,1,0,2,1,0,2,1,2,0,1
893,1,3,0,2,1,2,3,2,3,1,1,1
894,1,2,0,1,2,2,3,2,3,1,1,1
895,0,2,0,2,2,3,2,0,3,1,2,1
896,2,0,2,2,1,2,2,0,1,3,3,2
897,0,2,0,2,2,3,2,0,3,1,2,1
898,2,0,2,2,1,2,2,0,1,3,3,2
899,2,3,0,3,2,0,0,3,3,0,2,0
900,2,0,2,2,0,1,2,1,2,2,3,1
901,1,2,1,2,2,2,1,2,3,2,2,2
902,1,2,1,2,2,2,1,2,3,2,2,2
903,0,2,0,3,0,1,0,1,3,1,2,2
904,0,2,0,3,0,1,0,1,3,1,2,2
905,2,2,1,3,2,2,3,3,1,1,0,1
906,1,2,2,2,2,1,3,1,2,2,2,1
907,0,2,0,1,1,0,0,0,3,0,3,1
908,1,1,1,2,1,3,2,0,3,1,2,1
909,1,0,2,0,0,0,0,0,1,0,3,1
910,3,0,3,3,3,0,0,1,1,1,3,1
911,2,0,3,3,3,0,0,3,0,1,2,1
912,3,1,3,3,0,0,0,1,2,1,3,1
913,3,1,3,3,3,0,0,1,1,2,3,2
914,1,0,2,0,0,0,0,0,1,0,3,1
915,2,0,2,1,1,0,0,0,1,2,3,1
916,0,3,1,0,3,0,2,0,3,1,2,1
917,0,1,2,3,2,3,2,3,2,2,1,1
918,2,0,2,1,2,3,3,1,1,2,2,1
919,2,2,1,0,1,3,2,0,2,3,3,1
920,3,1,2,2,3,1,1,3,1,1,2,1
921,2,0,2,1,2,3,3,1,1,2,2,1
922,2,2,1,0,1,3,2,0,2,3,3,1
923,0,1,2,3,2,3,2,3,2,2,1,1
924,2,1,2,2,0,1,1,0,0,3,3,1
925,2,0,2,0,0,3,3,1,3,3,2,2
926,3,0,2,2,0,3,3,3,3,3,1,1
927,2,3,1,1,3,1,3,2,0,1,0,0
928,2,1,2,2,0,1,1,0,0,3,3,1
929,2,0,2,3,0,1,0,0,1,2,3,2
930,0,2,0,0,2,1,1,2,3,2,2,1
931,1,2,0,1,1,1,1,2,3,2,1,1
932,1,1,2,0,1,3,3,2,3,1,0,1
933,1,2,0,1,1,1,1,2,3,2,1,1
934,0,2,0,0,2,1,1,2,3,2,2,1
935,2,0,2,2,0,2,3,0,2,2,3,1
936,2,0,2,2,0,2,3,0,2,2,3,1
937,3,2,3,0,1,0,1,3,0,1,2,0
938,1,0,2,3,0,3,2,0,2,2,3,2
939,0,1,1,0,1,0,0,0,3,0,3,1
940,3,0,3,1,1,1,1,0,2,3,3,2
941,3,0,3,3,2,1,0,0,0,0,3,2
942,3,1,2,2,3,1,2,3,1,2,1,2
943,3,1,2,2,3,1,2,3,1,1,1,2
944,2,0,3,3,2,1,1,0,1,2,3,2
945,3,1,2,1,1,0,0,1,0,3,2,2
946,3,1,3,3,3,1,1,2,1,3,3,2
947,2,0,3,1,3,0,0,0,1,1,3,2
948,2,0,3,0,1,1,0,0,3,3,3,2
949,2,0,3,0,1,1,0,0,3,3,3,2
950,2,0,3,0,1,1,0,0,3,3,3,2
951,2,0,3,1,3,0,0,0,1,1,3,2
952,2,0,2,1,0,0,0,0,1,2,3,2
953,3,0,3,1,0,0,0,0,0,2,3,2
954,1,1,2,3,2,0,0,0,3,0,3,1
955,2,0,3,0,2,1,1,1,2,2,2,1
956,2,0,3,1,3,0,0,1,1,1,3,1
957,3,0,3,1,2,1,2,1,1,1,2,1
958,0,2,1,2,3,3,1,0,3,2,3,2
959,2,2,0,1,2,1,1,2,2,1,1,1
960,2,1,2,0,0,2,1,0,0,3,2,1
961,0,2,1,0,1,0,0,1,1,1,0,1
962,0,2,0,1,3,0,0,1,2,2,0,1
963,2,0,2,1,3,2,1,0,0,2,3,1
964,2,1,2,0,0,2,1,0,0,3,2,1
965,2,0,2,2,0,3,2,0,2,3,2,1
966,2,0,2,2,3,0,0,1,0,1,3,2
967,2,3,1,1,3,3,3,2,0,0,0,1
968,2,1,3,2,0,3,2,0,0,1,3,1
969,0,2,0,3,1,0,0,1,3,1,1,1
970,3,0,3,0,0,0,0,2,2,3,2,1
971,3,0,3,0,0,0,0,2,2,3,2,1
972,3,0,3,2,3,0,0,1,1,2,3,2
973,2,0,3,0,1,0,0,1,3,2,2,1
974,2,0,2,3,1,0,0,1,1,1,3,2
975,1,1,2,1,2,3,3,2,3,0,0,1
976,1,1,2,1,2,3,3,2,3,0,0,1
977,2,2,2,2,3,3,3,3,0,0,0,1
978,0,1,2,3,0,1,1,0,1,0,3,2
979,3,1,3,0,1,0,0,2,0,2,2,1
980,2,1,2,0,0,1,0,2,2,2,2,1
981,3,3,1,0,1,1,1,2,1,1,1,1
982,1,1,2,1,0,3,3,0,2,3,3,1
983,2,1,2,0,0,1,0,2,2,2,2,1
984,3,1,3,0,1,0,0,2,0,2,2,1
985,1,2,0,1,0,0,0,1,3,1,3,1
986,3,0,2,0,0,0,0,0,0,0,3,2
987,0,0,2,0,2,3,3,2,3,0,0,1
988,1,0,1,0,3,2,1,1,0,0,0,1
989,3,0,2,0,1,1,0,0,0,0,2,1
990,1,0,1,0,3,2,1,1,0,0,0,1
991,0,0,2,1,2,3,3,2,3,0,0,1
992,0,1,1,1,1,3,2,0,2,0,0,1
993,0,0,2,1,2,3,3,2,3,0,0,1
994,3,0,3,2,3,2,3,3,0,0,0,1
995,1,2,0,1,1,2,2,2,2,1,1,1
996,0,3,0,1,2,0,0,0,3,2,3,2
997,0,3,0,1,2,0,0,0,3,2,3,2
998,2,3,2,0,0,0,0,0,0,0,0,1
999,0,3,0,0,0,0,0,0,3,0,3,1
1000,1,1,2,1,0,0,0,0,3,2,3,2
1001,3,0,2,0,0,3,2,2,1,3,2,2
1002,2,0,2,1,0,1,1,0,1,3,3,2
1003,0,0,2,0,0,0,0,0,2,0,3,2
1004,2,1,2,0,2,3,2,1,1,0,2,1
1005,0,0,2,0,0,0,0,0,2,0,3,2
1006,2,0,2,1,0,1,1,0,1,3,3,2
1007,2,0,2,1,0,1,1,0,1,3,3,2
1008,2,0,2,3,3,1,1,0,1,2,3,2
1009,3,1,2,3,3,3,2,2,0,2,2,1
1010,2,0,3,0,0,0,0,0,1,0,3,2
1011,2,0,2,1,2,1,0,1,0,0,2,1
1012,1,3,1,1,3,1,1,1,1,0,1,1
1013,1,3,0,0,3,3,1,1,2,1,1,1
1014,2,2,1,1,3,0,0,0,1,1,3,1
1015,3,0,3,1,1,1,1,1,0,3,3,1
1016,2,0,2,1,0,1,1,0,1,3,3,2
1017,2,0,2,0,0,3,3,0,0,0,3,1
1018,2,0,2,0,0,3,3,0,0,0,3,1
1019,0,1,1,0,1,1,1,1,3,1,2,1
1020,3,0,3,2,3,0,0,1,0,0,3,1
1021,3,0,3,2,3,0,0,1,0,0,3,1
1022,0,1,0,1,0,0,0,1,2,0,2,1
1023,2,0,2,2,3,0,0,0,1,0,3,1
1024,1,2,0,0,2,1,0,1,2,1,2,2
1025,2,3,0,3,3,2,2,3,2,1,2,1
1026,1,0,2,0,0,1,1,0,3,1,3,1
1027,0,3,0,1,0,3,2,0,3,0,3,1
1028,1,0,1,2,1,3,3,1,2,0,1,1
1029,1,2,0,0,2,1,0,1,2,1,2,2
1030,0,2,0,1,3,1,0,0,3,0,3,2
1031,1,2,0,0,3,1,0,0,2,1,2,2
1032,2,3,0,3,3,0,0,3,2,0,1,1
1033,1,2,0,2,2,1,1,1,1,1,2,1
1034,2,3,1,2,1,2,2,2,0,0,1,1
1035,3,0,2,2,2,0,0,2,0,2,2,2
1036,1,0,2,2,2,3,1,0,1,1,3,2
1037,1,3,1,0,1,2,2,1,2,1,0,1
1038,2,1,2,3,1,3,2,0,1,3,3,2
1039,2,1,1,1,2,2,2,2,2,3,2,1
1040,1,3,0,1,2,2,1,2,3,2,1,1
1041,0,1,1,0,1,1,1,0,2,2,1,1
1042,2,1,1,1,2,2,2,2,2,3,2,1
1043,3,0,2,3,0,2,2,3,1,3,2,2
1044,0,0,2,3,0,1,2,0,2,1,3,1
1045,0,1,0,0,0,3,1,0,2,1,3,1
1046,1,3,0,0,1,3,2,1,1,1,2,1
1047,0,1,1,0,2,3,2,1,3,2,2,1
1048,3,1,2,0,2,0,0,2,1,3,2,1
1049,3,1,2,0,2,0,0,2,1,3,2,1
1050,0,1,1,0,2,3,2,1,3,2,2,1
1051,2,1,3,0,3,2,2,2,0,3,0,1
1052,0,2,0,2,1,2,1,0,3,0,3,1
1053,2,0,2,2,0,1,0,0,2,3,3,2
1054,2,2,2,1,3,0,3,2,0,1,0,1
1055,2,2,2,1,3,0,3,2,0,1,0,1
1056,2,1,3,3,3,0,0,1,0,1,3,2
1057,1,1,1,3,3,3,3,3,0,1,0,1
1058,3,2,3,2,3,3,2,2,0,3,3,2
1059,2,1,3,3,3,0,0,1,0,1,3,2
1060,3,0,3,0,1,0,0,3,0,2,1,1
1061,2,1,3,0,1,0,0,0,0,2,3,2
1062,2,0,3,0,3,0,0,0,1,2,3,1
1063,3,0,3,2,1,0,0,1,1,2,3,1
1064,2,3,0,1,0,0,0,0,1,1,3,1
1065,1,2,1,2,2,0,0,1,1,1,1,1
